dataelementid,dataelement,period,facility,mflcode,categoryoptioncombo,attributeoptioncombo,value
TgMwXZEAIk0,CT_: Number with Viral Load Results 20-24 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,3
qJbOUW9dPEc,CT_: Number with Viral Load Results 25-29 Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,3
xKJ22a8Qlgs,CT_: Number with Viral Load Results 25-29 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
BeFNRCqmsW3,CT_: Number with Viral Load Results 30-34 Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
b1YflJcFVpl,CT_: Number with Viral Load Results 30-34 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,6
mVUVWMVwytZ,CT_: Number with Viral Load Results 35-39 Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,3
m0i3vHRRh8N,CT_: Number with Viral Load Results 35-39 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,3
DPuev94lPjB,CT_: Number with Viral Load Results 40-49 Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
tYIWVIK3Mq6,CT_: Number with Viral Load Results 40-49 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,4
gGkHe1YACwe,CT_: Number with Viral Load Results 50 + Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,4
X4NIxxO1fpK,CT_: Number with Viral Load Results 50 + Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,4
EE3M0BqCyML,"CT_: Viral Load Results <1,000 1 - 9 Years",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
wUcqGUbUeJn,"CT_: Viral Load Results <1,000 10-14 Years Male",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
ubkZPc0ny42,"CT_: Viral Load Results <1,000 20-24 Years Female",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
mFxtWtGURzj,"CT_: Viral Load Results <1,000 25-29 Years Male",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
QYmb3yJ4ytL,"CT_: Viral Load Results <1,000 25-29 Years Female",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
l26MQmCevwB,"CT_: Viral Load Results <1,000 30-34 Years Male",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
nIXanr4P8FF,"CT_: Viral Load Results <1,000 30-34 Years Female",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,5
TETyFJ2kkKN,"CT_: Viral Load Results <1,000 35-39 Years Male",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
tJL3VMY7bZW,"CT_: Viral Load Results <1,000 35-39 Years Female",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,3
hqrIs9XRebP,"CT_: Viral Load Results <1,000 40-49 Years Male",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,2
l2WlZlgaCqC,"CT_: Viral Load Results <1,000 40-49 Years Female",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,4
cvOqRQK3CUL,"CT_: Viral Load Results <1,000 50 + Years Male",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,3
NJ4cqkTl5eO,"CT_: Viral Load Results <1,000 50 + Years Female",201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,4
dFPDWtVlPID,CT_: Viral Load Results <LDL> 1 - 9 Years,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
QqI7xHw21X3,CT_: Viral Load Results <LDL> 10-14 Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
RsV6n5MfDFj,CT_: Viral Load Results <LDL> 20-24 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
ZstVbezKQEd,CT_: Viral Load Results <LDL> 25-29 Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
jVw54CuNFIz,CT_: Viral Load Results <LDL> 30-34 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,3
KdYmGaWf6q3,CT_: Viral Load Results <LDL> 35-39 Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
F1coQry4Jos,CT_: Viral Load Results <LDL> 35-39 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
oIrkY2stZm4,CT_: Viral Load Results <LDL> 40-49 Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,3
vnCrXLkqCDV,CT_: Viral Load Results <LDL> 50 + Years Male,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
PS4CpDsuvy1,CT_: Viral Load Results <LDL> 50 + Years Female,201710,Kasongo Dispensary,16282,HllvX50cXC0,YHx6ZCdJgEN ,1
jMj9HsAtCiE,CT_: New on Treatment 20-24 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
nKH62k2rovl,CT_: New on Treatment 25-29 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
x2b9Ccqzqgo,CT_: New on Treatment 30-34 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
l7ArVf0Li4S,CT_: Current on Treatment < 1 Year,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,36
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,9
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,10
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,8
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,13
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,27
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,21
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,86
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,33
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,94
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,42
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,68
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,9
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
H4jerQZN0A1,CT_: Net Cohort Starting ART 12 months 25-29 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
t3VKUPBErtr,CT_: Net Cohort Starting ART 12 months 30-34 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
UlgGjOe5Dag,CT_: Net Cohort Starting ART 12 months 35-39 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
zcqGwYmAuBB,CT_: Net Cohort Starting ART 12 months 35-39 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
c2KBaPucFpF,CT_: Net Cohort Starting ART 12 months 40-49 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
pWNpw56PNCL,CT_: Number on ART 12 months 25-29 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
GOudfngpblQ,CT_: Number on ART 12 months 30-34 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
RdLoy5cHh4e,CT_: Number on ART 12 months 35-39 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
h6YYfgKcTOe,CT_: Number on ART 12 months 40-49 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
QNViR2sPs69,CT_: Eligible for Viral Load 15-19 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
kFXEqn4Nh2F,CT_: Eligible for Viral Load 25-29 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,4
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,4
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,4
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
kTyVFaM2pcG,CT_: Viral Load Samples Collected 15-19 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,5
dtcmia5mJdo,CT_: Number with Viral Load Results 1 - 9 Years,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
qA2miisVuSZ,CT_: Number with Viral Load Results 15-19 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
xKJ22a8Qlgs,CT_: Number with Viral Load Results 25-29 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
BeFNRCqmsW3,CT_: Number with Viral Load Results 30-34 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
b1YflJcFVpl,CT_: Number with Viral Load Results 30-34 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,7
mVUVWMVwytZ,CT_: Number with Viral Load Results 35-39 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
m0i3vHRRh8N,CT_: Number with Viral Load Results 35-39 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
DPuev94lPjB,CT_: Number with Viral Load Results 40-49 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
tYIWVIK3Mq6,CT_: Number with Viral Load Results 40-49 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,6
gGkHe1YACwe,CT_: Number with Viral Load Results 50 + Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,4
X4NIxxO1fpK,CT_: Number with Viral Load Results 50 + Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,4
EE3M0BqCyML,"CT_: Viral Load Results <1,000 1 - 9 Years",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
vAusneWxz7y,"CT_: Viral Load Results <1,000 15-19 Years Female",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
QYmb3yJ4ytL,"CT_: Viral Load Results <1,000 25-29 Years Female",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
l26MQmCevwB,"CT_: Viral Load Results <1,000 30-34 Years Male",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
nIXanr4P8FF,"CT_: Viral Load Results <1,000 30-34 Years Female",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,6
TETyFJ2kkKN,"CT_: Viral Load Results <1,000 35-39 Years Male",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
tJL3VMY7bZW,"CT_: Viral Load Results <1,000 35-39 Years Female",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
hqrIs9XRebP,"CT_: Viral Load Results <1,000 40-49 Years Male",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
l2WlZlgaCqC,"CT_: Viral Load Results <1,000 40-49 Years Female",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,4
cvOqRQK3CUL,"CT_: Viral Load Results <1,000 50 + Years Male",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,4
NJ4cqkTl5eO,"CT_: Viral Load Results <1,000 50 + Years Female",201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,4
CqHqNF9Y0on,CT_: Viral Load Results <LDL> 15-19 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
kgieGgJkZS3,CT_: Viral Load Results <LDL> 25-29 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
WrR61VhDL9v,CT_: Viral Load Results <LDL> 30-34 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
jVw54CuNFIz,CT_: Viral Load Results <LDL> 30-34 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
KdYmGaWf6q3,CT_: Viral Load Results <LDL> 35-39 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
F1coQry4Jos,CT_: Viral Load Results <LDL> 35-39 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
CJ78Pdu9eZ1,CT_: Viral Load Results <LDL> 40-49 Years Male,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,2
oIrkY2stZm4,CT_: Viral Load Results <LDL> 40-49 Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,1
PS4CpDsuvy1,CT_: Viral Load Results <LDL> 50 + Years Female,201710,Kibigori Dispensary,13687,HllvX50cXC0,YHx6ZCdJgEN ,3
qKbggf6ct7t,CT_: New on Treatment < 1 Year,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
J7TISkO6Doe,CT_: New on Treatment 20-24 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
nKH62k2rovl,CT_: New on Treatment 25-29 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
l7ArVf0Li4S,CT_: Current on Treatment < 1 Year,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,4
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,3
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,8
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,9
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,20
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,8
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,26
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,12
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,17
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,7
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,18
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,5
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,10
H4jerQZN0A1,CT_: Net Cohort Starting ART 12 months 25-29 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
pWNpw56PNCL,CT_: Number on ART 12 months 25-29 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
s4nSWHWjKbs,CT_: Eligible for Viral Load 10-14 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
Lt0DnGcKZcU,CT_: Eligible for Viral Load 15-19 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
QNViR2sPs69,CT_: Eligible for Viral Load 15-19 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,3
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,4
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
m8nYrbtZVL5,CT_: Viral Load Samples Collected 10-14 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
z4DL7FDIVVg,CT_: Viral Load Samples Collected 15-19 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
kTyVFaM2pcG,CT_: Viral Load Samples Collected 15-19 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,3
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,4
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
dtcmia5mJdo,CT_: Number with Viral Load Results 1 - 9 Years,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
xKJ22a8Qlgs,CT_: Number with Viral Load Results 25-29 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
b1YflJcFVpl,CT_: Number with Viral Load Results 30-34 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
mVUVWMVwytZ,CT_: Number with Viral Load Results 35-39 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
m0i3vHRRh8N,CT_: Number with Viral Load Results 35-39 Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,4
DPuev94lPjB,CT_: Number with Viral Load Results 40-49 Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
gGkHe1YACwe,CT_: Number with Viral Load Results 50 + Years Male,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
X4NIxxO1fpK,CT_: Number with Viral Load Results 50 + Years Female,201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,1
EE3M0BqCyML,"CT_: Viral Load Results <1,000 1 - 9 Years",201710,Koru  Dispensary,17110,HllvX50cXC0,YHx6ZCdJgEN ,2
